temperature_spring,temperature_summer,temperature_inFall,temperature_winter,precipitation_spring,precipitation_summer,precipitation_inFall,precipitation_winter,relative_humidity_spring,relative_humidity_summer,relative_humidity_inFall,relative_humidity_winter,primary_forest_areas,primary_non.forest_areas,secondary_forest_areas,secondary_non.forest_areas,croplands_all_categories,managed_pasture_and_rangeland,human_pop_density_log10
1.37385160271172,0.462052575678981,0.262190193283566,1.29930963016633,14.678740018703,0.864708623087515,0.614063174411277,1.17574411935367,1.23964729776406,1.15018056062846,4.6554033231598,59.4904332275129,0.73584246790428,0.349891372852832,1.3030278753444,0.499963531260146,0.756312462071891,7.23912014458373,1.84951779952147
1.33053827868108,0.735284912011784,1.76617205107628,0.919764303426114,12.5807574473952,6.41223628573064,0.956201957293156,1.32375449701304,2.3437365960788,0.670534089828348,0.751914712795633,59.5653818031215,0.159975296076655,0.253193972847848,1.24060008701649,0.137307259450239,1.19574495126074,4.38603310882031,3.27086839007618
0.765373479042831,0.999891335983397,0.973552206625267,1.76105230647972,8.04601384976059,2.46024827891354,1.52002136750046,1.50525696776395,0.548553599168483,1.28449949192388,1.61695428698857,62.5353965943002,1.48174934219014,1.88714284335541,2.83136371121958,0.428084854571426,2.01425718400972,2.19103074634743,5.14955755385539
0.346007228961268,0.757105108176145,1.62276612268819,2.71703510969487,12.1607036864869,4.19095673537357,0.473913452817121,0.84420349920199,2.76229063247828,2.282400572223,2.34866814106908,57.5488815791407,0.00870462972727543,0.318328341814853,1.57954861794304,1.08433484353013,3.94905869468119,2.99667680451443,2.00841619947795
1.5352951123477,0.568365798038455,2.20833353636875,1.04572436525951,11.9665703452672,2.11082915372892,0.66355434891125,1.45576946015438,2.89652991916373,0.434532300348395,2.94179066062318,60.4325814854561,0.171761630632246,0.0901653992019155,1.30219914909233,1.0249674964693,0.247162379408055,4.82902862276566,4.07483883676292
0.928196616032086,0.597618210683345,3.06217228328422,0.55436458965687,12.9249992454702,4.37965146947297,2.71688393991805,1.47483351881747,0.212605047966229,1.45184490346643,1.34124820013843,61.043128961781,0.0170306516480236,0.200363165679134,0.797361754389725,0.355167945870228,1.0526875305833,4.72888677124483,2.16095519389746
0.84507789748438,1.0142582532001,0.110975331797501,0.826802554892167,14.1816888877833,2.79356760234301,1.53610150099088,1.27171869871446,0.413888449224695,0.890066746799857,1.8913130119848,59.0598606143928,0.0655265241511542,1.18792956489329,0.305323079025403,0.238737980305444,0.695209445316764,5.70558485773409,6.96636899896593
0.238926099334666,0.895329217533274,1.12537206186067,3.22522855435217,10.1834456949668,1.98453874274816,1.58087278557121,1.80045924667686,3.43560656824114,1.0525889568781,2.90580884297389,62.1104859970429,0.276806893146807,0.290823012645454,1.46301961586112,0.738292315057235,0.607023712485143,3.19531804702348,2.89005363560094
0.419593819476758,0.210694426379935,1.78209865233162,1.01472109756896,14.3221514146026,3.97564885290747,1.5618286542175,1.57998615811043,0.627849067827865,0.359146930244174,4.1636912511204,60.4712835304179,2.02127132988455,0.552558301396307,1.2908292233271,1.10065091519602,1.21492094851286,2.9587820867664,0.372293339711114
1.22516913980274,1.19676871807151,1.46165755707666,0.201785611241303,13.2727255585502,4.13700491198415,0.518284485988169,1.90721918021001,0.380009901438936,0.546131979711552,1.9898568790169,61.5991480433451,1.15404686727393,1.23970937932347,0.403370767791752,0.0686455931907856,2.16418127513913,4.19525541031777,2.33902874052597
0.727205742939718,0.830083211034012,5.38427571807159,1.90747287627004,9.86331937170547,5.55290820726952,1.00561785231936,1.468298904693,0.359595386217947,0.871411238222701,1.64880923665359,59.3577820111583,0.3999114802892,0.185885903955736,1.38194107619816,0.215595947501722,1.99485206257072,3.33935323220998,3.50568054071916
0.387632068205449,0.174272406310179,1.16420180944532,2.69478327302328,10.0230160157582,2.62769257196452,1.45080509508923,1.2221718665313,1.23607095858794,0.830943352057097,4.37819658279424,60.2871375355275,1.68792434191462,0.978633296017287,0.847758495917735,0.0800091114858654,3.04212590475981,4.07613822136054,2.81048709324986
0.94677005706086,0.994713490780866,2.20289989149807,0.334206441832159,11.1986282955335,3.65452871894907,1.65559460861066,0.94458765995944,1.23382776107366,0.654973794337928,1.47002280225794,59.5719355538802,0.451999499593387,2.10187956143943,1.82359503611696,0.407330673208607,0.217616381426668,7.03045466063336,3.1044351118072
1.44217799877717,0.68575608363395,0.26921361334372,0.678058989205875,12.239777403771,5.12470232602379,0.703228980095318,0.907352787090634,1.57335790570332,1.42301204097634,2.77070538742876,59.070581481729,0.535585388905151,0.799481762688001,2.67910981179468,0.758110807167704,1.32220678239453,5.61682622302666,1.40075422624435
2.10311142265147,0.604300448850469,1.15911847858107,2.98103505771023,10.974038562527,4.4597862455821,0.827135034857869,0.507743805700574,1.70682332073507,0.692512384545727,4.1189845353955,60.8227621452614,0.509372104182208,0.26599581528214,0.469569808839407,0.145184020691345,0.704825057831436,4.0185465021463,2.9291552486287
0.223781554039653,0.349855621058361,0.920192136431347,0.954951542594025,13.9561430827041,2.47651779242959,1.02553212110043,1.5273298703165,0.690461064045003,2.20316955831228,1.66392431273441,62.2883906911748,0.0741302429548189,0.267382420282249,0.511683862126762,0.0935518299589199,2.06595340976638,6.54058331578406,2.16646557218635
1.02572158247415,0.245061296830252,4.24608917309359,0.758598958730636,8.5291571758299,2.62210944418853,0.88803144577863,0.921163828583032,0.869509183376242,0.734812908635076,1.9705601727656,59.9695472479865,0.079821933544065,1.7758280008861,0.751168283465309,0.451472273325353,0.487883586258631,10.2273745693063,3.44608893494199
0.830491856473638,0.160646053371864,3.63812032345519,0.732879451432086,11.4134868138326,5.82005294072946,0.613559953431956,0.926430114966401,1.8460321864199,2.39459731716888,3.51536801616959,58.2271197205014,2.34044794733402,0.0131643776171587,0.174819284993371,0.420711425347436,0.451859287791966,2.7873623709046,3.69285055805847
0.441044838214075,0.416580604895076,3.42999156891609,1.23548355678183,11.3756794264185,4.87936700682481,0.58628639829442,0.611788234570899,1.17283825151407,0.761551223706264,1.43634529484789,64.4407749924549,0.882312578106649,0.723310535426316,0.498144854966288,0.143204445256069,0.371416980639425,3.45350988695358,3.14036932121281
